,external_urls,followers,genres,href,id,images,name,popularity,type,uri
0,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
1,{'spotify': 'https://open.spotify.com/artist/6wFwvxJkurQPU2UdeD4qVt'},"{'href': None, 'total': 250723}",['australian indie'],https://api.spotify.com/v1/artists/6wFwvxJkurQPU2UdeD4qVt,6wFwvxJkurQPU2UdeD4qVt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ed1e88eed06bd1b42c94c7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ed1e88eed06bd1b42c94c7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ed1e88eed06bd1b42c94c7f', 'width': 160}]",The Jungle Giants,54,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt
2,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
3,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
4,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
5,{'spotify': 'https://open.spotify.com/artist/6wFwvxJkurQPU2UdeD4qVt'},"{'href': None, 'total': 250723}",['australian indie'],https://api.spotify.com/v1/artists/6wFwvxJkurQPU2UdeD4qVt,6wFwvxJkurQPU2UdeD4qVt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ed1e88eed06bd1b42c94c7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ed1e88eed06bd1b42c94c7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ed1e88eed06bd1b42c94c7f', 'width': 160}]",The Jungle Giants,54,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt
6,{'spotify': 'https://open.spotify.com/artist/0aA1GTrIMutjIh4GlPPUVN'},"{'href': None, 'total': 152653}",['vapor soul'],https://api.spotify.com/v1/artists/0aA1GTrIMutjIh4GlPPUVN,0aA1GTrIMutjIh4GlPPUVN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfe59f29735cfca0256767031', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fe59f29735cfca0256767031', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fe59f29735cfca0256767031', 'width': 160}]",Crooked Colours,51,artist,spotify:artist:0aA1GTrIMutjIh4GlPPUVN
7,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
8,{'spotify': 'https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ'},"{'href': None, 'total': 58506}",['australian indie'],https://api.spotify.com/v1/artists/5TjlxSJvfrD5I2PWaEh4jZ,5TjlxSJvfrD5I2PWaEh4jZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc317a76e3449bf8b42483575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c317a76e3449bf8b42483575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c317a76e3449bf8b42483575', 'width': 160}]",Client Liaison,38,artist,spotify:artist:5TjlxSJvfrD5I2PWaEh4jZ
9,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
10,{'spotify': 'https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ'},"{'href': None, 'total': 58506}",['australian indie'],https://api.spotify.com/v1/artists/5TjlxSJvfrD5I2PWaEh4jZ,5TjlxSJvfrD5I2PWaEh4jZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc317a76e3449bf8b42483575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c317a76e3449bf8b42483575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c317a76e3449bf8b42483575', 'width': 160}]",Client Liaison,38,artist,spotify:artist:5TjlxSJvfrD5I2PWaEh4jZ
11,{'spotify': 'https://open.spotify.com/artist/1lc8mnyGrCLtPhCoWjRxjM'},"{'href': None, 'total': 437630}","['aussietronica', 'australian dance', 'australian indie', 'indietronica', 'nu disco']",https://api.spotify.com/v1/artists/1lc8mnyGrCLtPhCoWjRxjM,1lc8mnyGrCLtPhCoWjRxjM,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4341c3259d0e08769fb5b48f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744341c3259d0e08769fb5b48f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784341c3259d0e08769fb5b48f', 'width': 160}]",Flight Facilities,56,artist,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM
12,{'spotify': 'https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ'},"{'href': None, 'total': 58506}",['australian indie'],https://api.spotify.com/v1/artists/5TjlxSJvfrD5I2PWaEh4jZ,5TjlxSJvfrD5I2PWaEh4jZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc317a76e3449bf8b42483575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c317a76e3449bf8b42483575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c317a76e3449bf8b42483575', 'width': 160}]",Client Liaison,38,artist,spotify:artist:5TjlxSJvfrD5I2PWaEh4jZ
13,{'spotify': 'https://open.spotify.com/artist/1lc8mnyGrCLtPhCoWjRxjM'},"{'href': None, 'total': 437630}","['aussietronica', 'australian dance', 'australian indie', 'indietronica', 'nu disco']",https://api.spotify.com/v1/artists/1lc8mnyGrCLtPhCoWjRxjM,1lc8mnyGrCLtPhCoWjRxjM,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4341c3259d0e08769fb5b48f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744341c3259d0e08769fb5b48f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784341c3259d0e08769fb5b48f', 'width': 160}]",Flight Facilities,56,artist,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM
14,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
15,{'spotify': 'https://open.spotify.com/artist/6wFwvxJkurQPU2UdeD4qVt'},"{'href': None, 'total': 250723}",['australian indie'],https://api.spotify.com/v1/artists/6wFwvxJkurQPU2UdeD4qVt,6wFwvxJkurQPU2UdeD4qVt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ed1e88eed06bd1b42c94c7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ed1e88eed06bd1b42c94c7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ed1e88eed06bd1b42c94c7f', 'width': 160}]",The Jungle Giants,54,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt
16,{'spotify': 'https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u'},"{'href': None, 'total': 212023}","['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",https://api.spotify.com/v1/artists/6n28c9qs9hNGriNa72b26u,6n28c9qs9hNGriNa72b26u,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7211732c945e492c8f8c68cc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747211732c945e492c8f8c68cc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787211732c945e492c8f8c68cc', 'width': 160}]",PNAU,72,artist,spotify:artist:6n28c9qs9hNGriNa72b26u
17,{'spotify': 'https://open.spotify.com/artist/6wFwvxJkurQPU2UdeD4qVt'},"{'href': None, 'total': 250723}",['australian indie'],https://api.spotify.com/v1/artists/6wFwvxJkurQPU2UdeD4qVt,6wFwvxJkurQPU2UdeD4qVt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ed1e88eed06bd1b42c94c7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ed1e88eed06bd1b42c94c7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ed1e88eed06bd1b42c94c7f', 'width': 160}]",The Jungle Giants,54,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt
18,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
19,{'spotify': 'https://open.spotify.com/artist/6wFwvxJkurQPU2UdeD4qVt'},"{'href': None, 'total': 250723}",['australian indie'],https://api.spotify.com/v1/artists/6wFwvxJkurQPU2UdeD4qVt,6wFwvxJkurQPU2UdeD4qVt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ed1e88eed06bd1b42c94c7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ed1e88eed06bd1b42c94c7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ed1e88eed06bd1b42c94c7f', 'width': 160}]",The Jungle Giants,54,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt
20,{'spotify': 'https://open.spotify.com/artist/1y07gMlsfAdz2KOvZzyUTB'},"{'href': None, 'total': 123398}",['australian indie'],https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB,1y07gMlsfAdz2KOvZzyUTB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb36aac9dfb20b9ce11a360e90', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517436aac9dfb20b9ce11a360e90', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17836aac9dfb20b9ce11a360e90', 'width': 160}]",SAFIA,44,artist,spotify:artist:1y07gMlsfAdz2KOvZzyUTB
21,{'spotify': 'https://open.spotify.com/artist/3oKRxpszQKUjjaHz388fVA'},"{'href': None, 'total': 675965}","['aussietronica', 'indie soul']",https://api.spotify.com/v1/artists/3oKRxpszQKUjjaHz388fVA,3oKRxpszQKUjjaHz388fVA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb893977fe880737f7b9faef34', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174893977fe880737f7b9faef34', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178893977fe880737f7b9faef34', 'width': 160}]",Parcels,62,artist,spotify:artist:3oKRxpszQKUjjaHz388fVA
22,{'spotify': 'https://open.spotify.com/artist/5bdwzvp6eirvqh0TwOwjgE'},"{'href': None, 'total': 62256}",['aussietronica'],https://api.spotify.com/v1/artists/5bdwzvp6eirvqh0TwOwjgE,5bdwzvp6eirvqh0TwOwjgE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb81ffb9e1af7e7c2e9cc98276', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517481ffb9e1af7e7c2e9cc98276', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17881ffb9e1af7e7c2e9cc98276', 'width': 160}]",Running Touch,45,artist,spotify:artist:5bdwzvp6eirvqh0TwOwjgE
23,{'spotify': 'https://open.spotify.com/artist/6vqMDhoigg5btfdPsPTVFt'},"{'href': None, 'total': 132022}","['australian indie', 'australian indie rock', 'brisbane indie']",https://api.spotify.com/v1/artists/6vqMDhoigg5btfdPsPTVFt,6vqMDhoigg5btfdPsPTVFt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb62d11316a8d65b5b1ccd53aa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517462d11316a8d65b5b1ccd53aa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17862d11316a8d65b5b1ccd53aa', 'width': 160}]",Cub Sport,49,artist,spotify:artist:6vqMDhoigg5btfdPsPTVFt
24,{'spotify': 'https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ'},"{'href': None, 'total': 58506}",['australian indie'],https://api.spotify.com/v1/artists/5TjlxSJvfrD5I2PWaEh4jZ,5TjlxSJvfrD5I2PWaEh4jZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc317a76e3449bf8b42483575', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c317a76e3449bf8b42483575', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c317a76e3449bf8b42483575', 'width': 160}]",Client Liaison,38,artist,spotify:artist:5TjlxSJvfrD5I2PWaEh4jZ
25,{'spotify': 'https://open.spotify.com/artist/3oKRxpszQKUjjaHz388fVA'},"{'href': None, 'total': 675965}","['aussietronica', 'indie soul']",https://api.spotify.com/v1/artists/3oKRxpszQKUjjaHz388fVA,3oKRxpszQKUjjaHz388fVA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb893977fe880737f7b9faef34', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174893977fe880737f7b9faef34', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178893977fe880737f7b9faef34', 'width': 160}]",Parcels,62,artist,spotify:artist:3oKRxpszQKUjjaHz388fVA
26,{'spotify': 'https://open.spotify.com/artist/0aA1GTrIMutjIh4GlPPUVN'},"{'href': None, 'total': 152653}",['vapor soul'],https://api.spotify.com/v1/artists/0aA1GTrIMutjIh4GlPPUVN,0aA1GTrIMutjIh4GlPPUVN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfe59f29735cfca0256767031', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fe59f29735cfca0256767031', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fe59f29735cfca0256767031', 'width': 160}]",Crooked Colours,51,artist,spotify:artist:0aA1GTrIMutjIh4GlPPUVN
27,{'spotify': 'https://open.spotify.com/artist/6wFwvxJkurQPU2UdeD4qVt'},"{'href': None, 'total': 250723}",['australian indie'],https://api.spotify.com/v1/artists/6wFwvxJkurQPU2UdeD4qVt,6wFwvxJkurQPU2UdeD4qVt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0ed1e88eed06bd1b42c94c7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740ed1e88eed06bd1b42c94c7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780ed1e88eed06bd1b42c94c7f', 'width': 160}]",The Jungle Giants,54,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt
28,{'spotify': 'https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb'},"{'href': None, 'total': 6669182}","['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",https://api.spotify.com/v1/artists/5INjqkS1o8h1imAzPqGZBb,5INjqkS1o8h1imAzPqGZBb,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90357ef28b3a012a1d1b2fa2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490357ef28b3a012a1d1b2fa2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890357ef28b3a012a1d1b2fa2', 'width': 160}]",Tame Impala,78,artist,spotify:artist:5INjqkS1o8h1imAzPqGZBb
29,{'spotify': 'https://open.spotify.com/artist/4csQIMQm6vI2A2SCVDuM2z'},"{'href': None, 'total': 242969}","['aussietronica', 'gauze pop', 'house']",https://api.spotify.com/v1/artists/4csQIMQm6vI2A2SCVDuM2z,4csQIMQm6vI2A2SCVDuM2z,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd1b611366a1e27489fdc6f98', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d1b611366a1e27489fdc6f98', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d1b611366a1e27489fdc6f98', 'width': 160}]",Hayden James,57,artist,spotify:artist:4csQIMQm6vI2A2SCVDuM2z
30,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
31,{'spotify': 'https://open.spotify.com/artist/1y07gMlsfAdz2KOvZzyUTB'},"{'href': None, 'total': 123398}",['australian indie'],https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB,1y07gMlsfAdz2KOvZzyUTB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb36aac9dfb20b9ce11a360e90', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517436aac9dfb20b9ce11a360e90', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17836aac9dfb20b9ce11a360e90', 'width': 160}]",SAFIA,44,artist,spotify:artist:1y07gMlsfAdz2KOvZzyUTB
32,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
33,{'spotify': 'https://open.spotify.com/artist/1y07gMlsfAdz2KOvZzyUTB'},"{'href': None, 'total': 123398}",['australian indie'],https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB,1y07gMlsfAdz2KOvZzyUTB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb36aac9dfb20b9ce11a360e90', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517436aac9dfb20b9ce11a360e90', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17836aac9dfb20b9ce11a360e90', 'width': 160}]",SAFIA,44,artist,spotify:artist:1y07gMlsfAdz2KOvZzyUTB
34,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
35,{'spotify': 'https://open.spotify.com/artist/500YRyClzP6Z7HtWd1BIje'},"{'href': None, 'total': 50159}",['australian indie'],https://api.spotify.com/v1/artists/500YRyClzP6Z7HtWd1BIje,500YRyClzP6Z7HtWd1BIje,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb429333bf6eb0e4048b1cfdf2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174429333bf6eb0e4048b1cfdf2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178429333bf6eb0e4048b1cfdf2', 'width': 160}]",Northeast Party House,42,artist,spotify:artist:500YRyClzP6Z7HtWd1BIje
36,{'spotify': 'https://open.spotify.com/artist/6yrtCy4XJHXM6tczo4RlTs'},"{'href': None, 'total': 271488}",['australian surf rock'],https://api.spotify.com/v1/artists/6yrtCy4XJHXM6tczo4RlTs,6yrtCy4XJHXM6tczo4RlTs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffee61e3269bae17c99f8fe0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffee61e3269bae17c99f8fe0', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffee61e3269bae17c99f8fe0', 'width': 160}]",Lime Cordiale,58,artist,spotify:artist:6yrtCy4XJHXM6tczo4RlTs
37,{'spotify': 'https://open.spotify.com/artist/5KeQyt1QJBjcutJ2AuLNO2'},"{'href': None, 'total': 87714}",['australian indie'],https://api.spotify.com/v1/artists/5KeQyt1QJBjcutJ2AuLNO2,5KeQyt1QJBjcutJ2AuLNO2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9f86348ca2628f833d8a3d22', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749f86348ca2628f833d8a3d22', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789f86348ca2628f833d8a3d22', 'width': 160}]",Holy Holy,44,artist,spotify:artist:5KeQyt1QJBjcutJ2AuLNO2
38,{'spotify': 'https://open.spotify.com/artist/4qOzMSukiZoiSjPQw8Zs7s'},"{'href': None, 'total': 169552}","['aussietronica', 'indietronica']",https://api.spotify.com/v1/artists/4qOzMSukiZoiSjPQw8Zs7s,4qOzMSukiZoiSjPQw8Zs7s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8b403a5463064a49bc207121', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748b403a5463064a49bc207121', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788b403a5463064a49bc207121', 'width': 160}]",Mansionair,52,artist,spotify:artist:4qOzMSukiZoiSjPQw8Zs7s
